content,score
'나도 평점10점짜리줄정도는 아닌데 평점이 너무 테러당했길래 좀 올려주려고 10점줌. 첨에 평점보고 완전 기대안하고 봤눈데  이게.. 개그코드가 맞아야 웃김. 누구얘기처럼 마동석 특유의 무심결에 날리는 대사톤때문에 피식피식 웃음 ㅋㅋ나는 생각보다 잼께봄. 마동석같은 캐릭터가.. 실제 사업하다보면 한명씩 꼭 있는 캐릭터라서 ..나름 산전수전겪은 30대 이상이 보면 재밌게볼듯. 성형외과가본 경험있으신분들도 공감대 형성하면서 볼수있음. 당연히 유치한부분도 있는데 분명 나름 스토리있고 지루하지않게 봤다. 나는 추천함. 20대여자관객이 보면 아마 젤 공감안대고 재미도없어할거같음. 말고는 30~40대분들? 한테 조심히 추천날려봄 . 그리고 폰이나 지폐보면 알겠지만 2007년도 배경임. 그거 알고봤으면 좋겠음. 그냥.. 지나가다 평점이 좀 안타까워서 ㅋㅋ ',10
'잼있었어요!  가볍게  웃으면서 볼수있어서  즐거운시간이었어요',10
'시간이 아깝지 않은 영화 ',10
'너무 잔인해서 고어 싫어하는 사람들에겐 극혐일 듯.. 그리고 아무리 레어한 소재라지만 사람을 레어로; 예술에도 리미트는 있어야 한다는 보수적인 사상을 가지게 해주는 작품. ',7
'뭔얘기인지 기억에 남는게없음',6
'근래 보기드문 스릴러영화',10
'기억하고싶지만 기록으로 남은 사랑에 대한 추모...',8
'배우들의 열연과 완성도 높은 연출이 마음에 들었어요',8
'영화 자체 완성도는 그렇게 높다고 생각하진 않지만 고증이 생각보다 잘되어있었다',6
'우타는 예뻤다',6
'신자가 아니어도 볼 수 있는 역사영화에 가깝습니다근현대 조선의 답답함을 그대로 ...다국어능력자에 외세정세를 잘 알고있는 사람을 정치적이유로 ㅋㅋㅋ일제치하 당연한 일 아니었을까 싶습니다',9
'기대안했는데 화려한 세계관이 흥미로워서 생각보다 무난하게 괜찮게 봄 pc 관련해선 오히려 좀 더 pc했음 좋았을것같다 할아버지-아버지-아들 얘기는 좀 진부해..',7
'내 취향은 아니었어요',6
'저는 노래를 좋아해서 그런지.. 진짜 감동이었어요.. 해적단의 인성과 해적의 인생관.. 그리고 정의란 무엇인가의 다수의 행복이 전체의 행복을 대변한다는 내용.. 진짜 한번 두번 보시길 추천드립니다!!',10
'',10
'',10
'연출이나 소재는 참 좋았음~ 다만,6
'',4
'보다가 재미없어서 하품 세번정도 했어요...',1
'재미있었음. 노래 좋았음. 마지막 전투씬 좋았음.',8
'기대안하고 봤는뎨 너무 재미있었어요',10
'망작입니다재미도 없고 감동도 없고 스토리도 그닥인 영화시작하자마자 부터 지루함이 계~속...',2
'기괴함 잔인함 혐오스러움 max인데 너무 사랑스러움... 친절한 금자씨,10
'이런걸 영화라고 만드나요',4
'재밋엇다 오래만에 정말 재밋게 본 한국영화! 스토리도 탄탄햇음',10
'동석이형은 의리로 봐라!! 뭔 말인지 알지? ',6
'신앙때문에 보려한거데 그래서 지루할 꺼라 짐작했는데 아니였다 재미있었다',10
'제발 봐주세요 ㅠㅠ 혼자 보러 갔다가 오열',10
'기발한 이야기의 선점은 좋았지만,7
'신선한 소재…사랑에 대한 새로운 관점…?재미로 보는 영화라기보다는 뭔가 생각을 많이 하게 하는 영화였어요.',9
'안티히어로와 더 락 사이에서 혼란스레. .',5
'기대안하고 봐서 더 재밌었습니다',10
"'아주 많이 아쉽다,,원작 한번 봐야겠다'",1
'류준열과 유해진의 연기가 돋보였고 생각보다 재밌게 봤습니다',8
'너무너무 재밌어요 음악이 특히 좋아서 음향 좋은 영화관에서 봤으면 더 좋았겠다 싶은 아쉬움도 있네여',10
'영화한편보다 시리즈 다봄ㅠ 심장이 몽글몽글해짐영화한번보면 안보는데 이영화는다시봄ㅠ',10
'지루하네요 유치하고 노잼',4
'',9
'몰입감이 대단한 영화입니다 그만큼 배우들의 연기력이 좋아요',9
'정말 스릴있고. 연기력 스토리 탄탄했습니다',10
'',3
"'정일우 연기가 ..,가족의 소중함 ",10
'오랜만에 재미있게 본 영화입니다. 강추!',10
"'일본 하이틴 영화에서만 느낄수 있는 그런 색감,분위기'",9
'터미네이터보는느낌  연기역쉬',10
'제임스카메론은  진짜천재다',10
'감동적이면서 여러가지를 생각해보게 된다 ',10
'감동스러운 음악연출과 섞이지 못하는 몇몇 조연들이 옥의 티,6
'',10
'ㄹㅇ 쩔어요 진짜 꼭 보셈 돈 주고 볼 가치가 있는 애니 가슴이 웅장해짐',10
'추모영화라 생각하고 보면 볼만함',6
'진짜 너무 소름돋고 감명깊게 봤어요..ㅠㅜ여운이 엄청 남아요ㅠㅠ올빼미 체고!!!',10
'어느 프로에서 이 포스터가 오른쪽 사람에게 모자이크 씌워져서 나오길래 누군지 찾아보러 옴ㅋㅋㅋ ㅈㅈ현이었어ㅋ',5
'티켓값도 비싼데 지루해서 참을 수가 없다.',1
'',10
'가톨릭신자라면 꼭 봐야하는 영화 후반부 부터 감동이 계속 가슴에 어머니에게 영성체 장면에 눈물 날뻔 했다 왜 나는 가톨릭 신자인지 그들의 순교가 무었인지 알게하는 영화 다시 보고 싶다',10
'지인과 가족과 이렇게 두번 관람했습니다. 매번 같은 장면들에서 눈물이 흐르더라구요. 집 가까운 곳의 성스러운 성지를 다녀온 느낌이 들었습니다. 전혀 지루하지 않았습니다.',10
'내 인생영화….진짜 몰입 너무 잘됩니다ㅠㅠ',10
'그냥 마동석이랑 정경호만 개그치는거 재미있게보고왔음ㅋㅋㅋ 무슨스토리인지모르겠고 끝나고는 그래서 이게무슨얘기인건데.. 이생각이듬',10
'',9
'외롭고 슬픈 핏빛의 아름다운 잔혹 사랑이 마음에 박혀버린..',10
'말이 안되는 설정이 많아서 자꾸 웃음이 나오네요. ',2
'재미있어요 근데 초반에 영어와 중국어가 섞여서 좀 혼란스럽기도 하고중간에 좀 정신없는데 끝까지 보면 한번 더 보고싶다 생각이 들게 하는그런 영화에요',9
'흑인 페미니스트의 어설픈 영웅흉내. 근데 여자가 맞나 싶을 정도의 와꾸',1
"'와 이거 진짜 너무 쫄깃해요,,",10
'영화보는 내내 긴장하며 봤네요~~ 특히 티 없이 맑은 아이의 눈빛과 선생님의 연기력. 그리고 스토리. 오랜만에 재미있게 본 영화였습니다',10
'액션 무한제공 참말사건',10
'연쇄살인과지독한사랑의고리',10
"'네모네모 크롱 귀엽게봤네요~~ 노래가 좋아서 딸아이가 집에 와서도 계속 흥얼거리네요^^,,'",10
'가을,10
'연출 너무 좋았음 예상가는 스토리에도 긴장됨...영화제목 너무 잘지음!!',9
'소재와 배우의 연기,7
'오열했습니다 ㅠㅠㅠㅠ',10
'',10
'천주교 신자가 아니여도 감동적으로 다가올 이야기.. 중간에 소소한 웃음 포인트도 좋았어요 그리고 윤시윤님 연기도 좋았는데 조연분들도 다 유명한 배우분들이 많이 나오셔서 좋았네요',10
'양자경의 더 모든 날 모든 순간',9
'시간떼우기용으로 봤다가 감동적인영화한편 봤네요~~ 강추',10
'네 시작은 공룡이었으나 끝은 메뚜기니라.',1
"'류준열,유해진 두배우의연기가 몰입도를 최상으로끌어 올려줍니다.'",10
'한국영화 치고 ! 가아니라 그냥 재밌다 예고편 줄거리 읽지말고 가서 보세요?? 진짜 추천할만한 영화임. 진짜 보세요.',10
'지루해질때쯤 확 터집니다',10
'무난하게 관람했습니다.',5
'OST 원툴.',8
'너무 재밌게 봤고 돈주고 봐도 아깝지 않을영화 오랜만이였습니다',10
'사랑이야기 성장이야기가 맞다',8
'내 나이 스무살에 일곱번 여덟번 되돌려 본 영화이후에 이런 여운을 남긴 영화는 아직 단 한 편도 없었다',10
'한국영화가 확실히 침체기에 있다는 걸 보여주는 영화. 간만에 실망이 컸다. ㅠㅠ',4
'따봉준호 미쳤다 역시..',10
'병폐가 많지만 그래도 종교가 없었더라면 .. 을 생각하게 함 인간을 가장 인간답게 하는 힘 또한 종교이지 않을까..  윤시윤 배우 연기도 너무 훌륭했고..',10
'닉값에 충실한 것 같으면서도 닉값에 못미치는 아쉬움',6
'',10
'킬링으로볼만합니닷 ㅎㅎ',10
'현재상영작 모두 정주행 후에 가벼운 마음으로 시청 해봄 별 생각 없이 볼만했더 수영남친 원래 저리 매력 있었나.. ',6
'',8
'노잼스토리,2
'이정도 평점이 이해가 안갈정도로 중간에 지루했어요. 유해진배우님은 안맞는 옷을 입은듯 아쉬웠어요',4
'러닝타임 내내 긴장감을 놓지 않고 숨 죽인 채로 관람했습니다. 유해진 배우의 왕 연기와 류준열 배우의 맹인 침술사 연기를 비롯하여 모든 배우분들의 연기가 인상적이었던 영화였어요. 올해 하반기 개봉 영화 중 단연 으뜸 :)',10
"'예상치 못한 전개에  긴장감 폭발하고 류준열 행동에 눈물을 흘렸으나 끝이...,.기대하지 않아서인지 너무 재미지게 관람나 갑자기 류준열좋아지네 '",9
"'청룡영화제에서 탕웨이씨가 눈물을 흘리기에 더욱 궁금했습니다,",10
'평이 하도좋아서 기대하면서 봤다 그냥 지루하고 씹노잼...그냥 스토리자체가 별로야',1
'소소한 웃음을 기대했으나 가벼운 농담밖에 없었던 영화',5
'쫄깃졸깃 잼있네요 류준열 유해진 궁금해서 봤는데~다들 연기  넘 잘해요',10
'도대체 뭔말을 하고 싶은건지 도무지 모르겠음',2
'어떤느낌인지는 알겠는데 일본특유의 감성이 너무 심한느낌..연기하기위한 연기같은 부자연스러움?뜬금포로 채워진 영화..에?에?..그외 영상 분위기는 좋아서 종종 다시보긴하는데 저런것들이 너무 거슬려요..',4
'와 손꼽히는 한국영화 중 하나였다. 이정도의 스토리텔링을 보여준 작품은 최근에 없었던거 같은데 진짜 쉴새없이 몰아쳤다. 진짜 최고다',10
'초반에 8점 넘길래 봤는데 그럼그렇지 ㅡㅡ',2
'모든 것이 완벽했습니다 올해 본 국내 영화 중에 최고였어요',10
'',10
'잔잔한  감동을 주는 작품입니다',10
'염정아는 참 매력적인 여자에요 볼매! ',10
'나으리,10
'진짜 마동석때분에 봤는데 그냥 최악임별 하나도 아까움',2
'별로에요 보다가 잤어요',2
'내용이 다 비슷함. 마무리가 다 똑같음',4
'그냥 보지마세요 돈만 아깝네요',4
'추천! 잼있음 흥행하라',10
'한 종교인의 이야기로 볼 수 있으나 사람들을 위해 새 세상을 열고 싶었던 젊은 이의 열정과 사랑,8
'순수하고 풋풋한 첫사랑에 대한 설램을 느낄 수 있고 많은 생각을 하게하는 여운있고  따뜻한 영화..김용의 벼랑끝에서 만난 기적 같은 자신의 사랑만이 아니라.. 사랑하는 상대의 사랑도 존중해주는...그러면서 사회적 시선의 꿈이 아니라  자신이 좋아하고 행복한 꿈을 이룬 김용의 용기있는 선택...자신의 삶을 만족하고 지적이고 편안한 작가로서 무늬와의 재회도 감동이었고..뒤에서 성숙한 어른으로서 꿈과 사랑을  이룰 수 있게 지원해주는  부분도 뭉클한 감동과 따뜻함이 좋았고,10
'신앙의 힘이 느껴지는 영화였습니다. 잘 봤습니다^^',10
'',10
'팬분들 죄송합니다.팬이 아닌 사람으로써 추천하고 싶지 않은 영화입니다. 특히 음악 전공자이신 분들에게....감독님이 홍콩판 그 여자 작사 그 남자 작곡 새드버전으로 만들고 싶어하셨던 것 같은데...죄송합니다. 여주인공은 엄청 예쁩니다. ',3
'특별히 볼만한 정도는 아니고 시간이 남아서 도저히 할일이 없을때나 보길 권함.',5
'조선인 첫신부님이신피의 순교자 김대건 안드레아와땀의 순교자이신 최양업 토마스 신부님의 감명깊은여정이었습니다.',9
'진심 보세요. 이런영화 오랜만임 소름 쫙돋고 서늘해져서 진짜 스릴스릴러임요 연기개쩔고 너무 보는내내 무서워서 혼남요 지릴뻔 (무서운영화가 아닌데 ,10
'공룡첩보어드벤쳐를 찍어내 쥬라기 시리즈상 최악의 시리즈가 된 작품...',7
'전다 절어...와..  개명작!!  보는내내 추웠다    ',10
'시간가는줄모르고 몰입해서 봤어요^^',9
'되는게 없는 서글픈 청춘아...이놈의 팔자는 언제 펴질지 모르겠지만,10
'연기는 쬐매..그냥 할 말이 없음',4
'간만에 군더더기없고 한국영화답지 않은 수작.  다른배우들의 연기는 완벽에 가깝지만,10
'조선시대 얘기지만 지금시대를 반추할 수 있어 좋았습니다 나역시 비겁한 사람이되지않도록 노력해야겠어요 좋은영화 볼 수 있어 좋았습니다',10
'예쁜 영화....친구 이즈미역의 후루카와 코토네 연기가 참 좋았다',7
'인내심이 많이 필요한영화.',2
'진짜 재밌어요 ... ㅜㅜ 전하고자하는 의도에 따른 개연성이 매우 돋보이는 영화 같습니다 ! ',10
'분위기는 참 좋은데,6
'오우 개봉전엔 안볼 생각이었는데  후기 좋아서 봤는디 존잼',8
'미신을 신봉하는건 좋지않지만 그래도 아내가 하는말은 들어야지',6
'빌리제인 머리는 볼때마다 시원하네',4
'누구나 저런 경험 있지 않을까. 어른이 되어가는 씁쓸한 기억',6
'영화관가서 볼 정도 아닌거 같아요..',4
'비주류 아웃사이더를 위한 독특한 위로인듯... 결국은 사랑이 필요한 우리 모두...',9
'역사적 사실과 상상력을 잘 버무려낸 웰메이드 영화',9
'보고나면 내용 많이 본 뻔한 내용인데 볼때는 나름 재밌는. 킬링타임용으로 괜찮음',7
'아... 진짜 마린포드 전쟁 생각하고 오면 속상하실 겁니다.뭔가 러브라이브 보는것 같은 오그라듬과 뮤지컬식 진행. 그리고 뭔가 액션도 원피스 같지 않고 눈 아픕니다. 저는 개인적으로 좀 힘들었습니다. 끝까지 보는거',4
'울림이 있은 영화였습니다. 물리적으로 볼 수 있는 눈이 있더라도 마음의 눈으로 볼 수 없다면 누가 진짜 눈 먼 이일지... ',10
'티모시 개잘생겻구요.. 일단 개츠비 캐릭터 마음에 들었어요. 여주 셀레나 고메즈 인 줄 알았는데 분량 너무 적어요;; 쨋든 재밌게 봤습니다 ',8
'연출이 진짜 소름 돋고 보면서 제 심장까지 빨리 뛰고 그랬어요 ',10
'스토리와 연기력이 다했다....충격적인 장면은 잊혀지지않는다...',10
'따뜻한색감. 하지만 99학번 패션이 99학번같지않음',6
'무한한 우주 속 한줌의 시간을 살아가기에 이를 소중히 여겨야 한다는',9
'그냥 마동석이 새로운캐릭터하나인게 신선할뿐개 쓰레 영화다 진심',2
'공조2 인터내셔날 공조',5
'솔직히 재미는 없지만,6
'오프닝부터 시원한 액션',8
'2022 영화 올빼미',5
'그 장면 전까지는 이게 뭐야? 하다가...그 장면 이후 캐스팅,9
'재개봉은 이런 작품이 해야지! 오랜만에 극장갈 맛난다!',10
'스토리 기발합니다 영상미도 좋습니다',8
"'진짜 재밌다 영화관가서 보면 더 재밋었겠지만ㅁ 진짜 너무 재밌어서 넋놓고(현빈얼굴)봄 ,",10
'포레스트 검프 한국 스킨',6
'영화 동감 잘봤습니다',5
